20190210,0,25
20190220,25,66
20190230,91,194
20190310,285,10
20190320,295,53
20190330,348,203
20190410,551,1
20190420,552,2
20190430,554,10
20190510,564,45
20190520,609,44
20190530,653,10
20190610,663,17
20190620,680,6
20190630,686,32
20190710,718,123
20190720,841,233
20190730,1074,168
20190810,1242,38
20190820,1280,242
20190830,1522,317
20190910,1839,17
20190920,1856,68
20190930,1924,193
